date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:19:30	368/368	---M--	200	added ('OK')	image/gif	etag:%224026ef15-170-444b950f95a40%22	http://the-gammons.net/assets/images/autogen/Elsa_Ruby_Np1.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Elsa_Ruby_Np1.gif	(from http://the-gammons.net/html/goodgame.html)
17:19:30	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:30%20GMT	http://the-gammons.net/html/Elsa_Ruby_NRp2.gif	websites/the-gammons.net/the-gammons.net/html/Elsa_Ruby_NRp2.gif	(from http://the-gammons.net/html/goodgame.html)
17:19:30	24624/24624	---M--	200	added ('OK')	image/jpeg	etag:%2238266afa-6030-444b94db21e80%22	http://the-gammons.net/assets/images/StAgnesCornwall.jpg	websites/the-gammons.net/the-gammons.net/assets/images/StAgnesCornwall.jpg	(from http://the-gammons.net/html/faull.html)
17:19:30	1507/1507	---M--	200	added ('OK')	image/gif	etag:%224026ef23-5e3-444b95154e7c0%22	http://the-gammons.net/assets/images/autogen/Goodgame_Nbanner.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Goodgame_Nbanner.gif	(from http://the-gammons.net/html/goodgame.html)
17:19:31	358/358	---M--	200	added ('OK')	image/gif	etag:%224026ef26-166-444b953897b00%22	http://the-gammons.net/assets/images/autogen/Grunert_Hp3.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Grunert_Hp3.gif	(from http://the-gammons.net/html/grunert.html)
17:19:31	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:31%20GMT	http://the-gammons.net/html/Grunert_HRp4.gif	websites/the-gammons.net/the-gammons.net/html/Grunert_HRp4.gif	(from http://the-gammons.net/html/grunert.html)
17:19:32	20099/20099	---M--	200	added ('OK')	text/html	etag:%22482fa405-4e83-45560e5b66580%22	http://the-gammons.net/html/willy_paul_grunert.html	websites/the-gammons.net/the-gammons.net/html/willy_paul_grunert.html	(from http://the-gammons.net/html/grunert.html)
17:19:32	428/428	---M--	200	added ('OK')	image/gif	etag:%224026f14c-1ac-45560e7061700%22	http://the-gammons.net/assets/images/autogen/Willy_Paul_Grunert_Np1.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Willy_Paul_Grunert_Np1.gif	(from http://the-gammons.net/html/grunert.html)
17:19:32	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:32%20GMT	http://the-gammons.net/html/Willy_Paul_Grunert_NRp2.gif	websites/the-gammons.net/the-gammons.net/html/Willy_Paul_Grunert_NRp2.gif	(from http://the-gammons.net/html/grunert.html)
17:19:33	1220/1220	---M--	200	added ('OK')	image/gif	etag:%224026ef28-4c4-444b953b741c0%22	http://the-gammons.net/assets/images/autogen/Grunert_Nbanner.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Grunert_Nbanner.gif	(from http://the-gammons.net/html/grunert.html)
17:19:33	367/367	---M--	200	added ('OK')	image/gif	etag:%224026ef3e-16f-444b950423f40%22	http://the-gammons.net/assets/images/autogen/Petzold_Hp3.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Petzold_Hp3.gif	(from http://the-gammons.net/html/petzold.html)
17:19:33	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:33%20GMT	http://the-gammons.net/html/Petzold_HRp4.gif	websites/the-gammons.net/the-gammons.net/html/Petzold_HRp4.57.delayed	(from http://the-gammons.net/html/petzold.html)
17:19:34	1263/1263	---M--	200	added ('OK')	image/gif	etag:%224026f140-4ef-444b95276d280%22	http://the-gammons.net/assets/images/autogen/Petzold_Nbanner.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Petzold_Nbanner.gif	(from http://the-gammons.net/html/petzold.html)
17:19:34	345/345	---M--	200	added ('OK')	image/gif	etag:%224026ef07-159-444b951cef9c0%22	http://the-gammons.net/assets/images/autogen/Beyer_Hp3.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Beyer_Hp3.gif	(from http://the-gammons.net/html/beyer.html)
17:19:34	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:34%20GMT	http://the-gammons.net/html/Beyer_HRp4.gif	websites/the-gammons.net/the-gammons.net/html/Beyer_HRp4.gif	(from http://the-gammons.net/html/beyer.html)
17:19:35	1196/1196	---M--	200	added ('OK')	image/gif	etag:%224026ef09-4ac-444b952490bc0%22	http://the-gammons.net/assets/images/autogen/Beyer_Nbanner.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Beyer_Nbanner.gif	(from http://the-gammons.net/html/beyer.html)
17:19:35	365/365	---M--	200	added ('OK')	image/gif	etag:%224026ef2f-16d-444b9531eab40%22	http://the-gammons.net/assets/images/autogen/Jaguttis_Hp3.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Jaguttis_Hp3.gif	(from http://the-gammons.net/html/jaguttis.html)
17:19:35	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:35%20GMT	http://the-gammons.net/html/Jaguttis_HRp4.gif	websites/the-gammons.net/the-gammons.net/html/Jaguttis_HRp4.gif	(from http://the-gammons.net/html/jaguttis.html)
17:19:35	1193/1193	---M--	200	added ('OK')	image/gif	etag:%224026ef31-4a9-444b9528614c0%22	http://the-gammons.net/assets/images/autogen/Jaguttis_Nbanner.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Jaguttis_Nbanner.gif	(from http://the-gammons.net/html/jaguttis.html)
17:19:36	344/344	---M--	200	added ('OK')	image/gif	etag:%224026ef39-158-444b953c68400%22	http://the-gammons.net/assets/images/autogen/Links_Hp3.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Links_Hp3.gif	(from http://the-gammons.net/html/links.html)
17:19:36	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:36%20GMT	http://the-gammons.net/html/Links_HRp4.gif	websites/the-gammons.net/the-gammons.net/html/Links_HRp4.gif	(from http://the-gammons.net/html/links.html)
17:19:36	1016/1016	---M--	200	added ('OK')	image/gif	etag:%224026ef3b-3f8-444b95154e7c0%22	http://the-gammons.net/assets/images/autogen/Links_Nbanner.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Links_Nbanner.gif	(from http://the-gammons.net/html/links.html)
17:19:36	412/412	---M--	200	added ('OK')	image/gif	etag:%224026ef0e-19c-444b952584e00%22	http://the-gammons.net/assets/images/autogen/Edwin_Alfred_Hp3.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Edwin_Alfred_Hp3.gif	(from http://the-gammons.net/html/edwin_alfred_gammon__1861_.html)
17:19:37	1363/1363	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2015%20Aug%202015%2015:19:37%20GMT	http://the-gammons.net/html/Edwin_Alfred_HRp4.gif	websites/the-gammons.net/the-gammons.net/html/Edwin_Alfred_HRp4.gif	(from http://the-gammons.net/html/edwin_alfred_gammon__1861_.html)
17:19:37	2375/2375	---M--	200	added ('OK')	image/gif	etag:%224026ef0d-947-444b952a49940%22	http://the-gammons.net/assets/images/autogen/Edwin_Alfred_Gammon__1861__Nbanner.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Edwin_Alfred_Gammon__1861__Nbanner.gif	(from http://the-gammons.net/html/edwin_alfred_gammon__1861_.html)
17:19:38	5507/5507	---M--	200	added ('OK')	image/jpeg	etag:%2238266af7-1583-444b9456925c0%22	http://the-gammons.net/assets/images/Edwin_Alfred_Gammon_2.jpg	websites/the-gammons.net/the-gammons.net/assets/images/Edwin_Alfred_Gammon_2.jpg	(from http://the-gammons.net/html/edwin_alfred_gammon__1861_.html)
17:19:39	4310/4310	---M--	200	added ('OK')	image/jpeg	etag:%2238266af6-10d6-444b945786800%22	http://the-gammons.net/assets/images/Edith_Anetta_Jones.jpg	websites/the-gammons.net/the-gammons.net/assets/images/Edith_Anetta_Jones.jpg	(from http://the-gammons.net/html/edwin_alfred_gammon__1861_.html)
17:19:40	15045/15045	---M--	200	added ('OK')	image/jpeg	etag:%2238266af8-3ac5-444b944a2c880%22	http://the-gammons.net/assets/images/Gammon_Family_1914.jpg	websites/the-gammons.net/the-gammons.net/assets/images/Gammon_Family_1914.jpg	(from http://the-gammons.net/html/edwin_alfred_gammon__1861_.html)
17:19:40	375/375	---M--	200	added ('OK')	image/gif	etag:%224026ef00-177-444b953f44ac0%22	http://the-gammons.net/assets/images/autogen/Alexander_Hp3.gif	websites/the-gammons.net/the-gammons.net/assets/images/autogen/Alexander_Hp3.gif	(from http://the-gammons.net/html/alexander_raeper__1869_.html)
